,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
2769,Kepler-1381 b,Kepler-1381,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,25.3842686,0.0001757,-0.0001757,0.0,,,,,2.25,0.29,-0.19,0.0,0.201,0.026,-0.017,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.638,0.18,-0.18,0.0,,,,,0.02219,0.00118,-0.0008,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5747.0,83.75,-73.16,0.0,0.94,0.11,-0.07,0.0,0.96,0.05,-0.07,0.0,-0.1,0.161,-0.195,0.0,[Fe/H],4.48,0.06,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m08.59s,287.5357911,+48d43m40.02s,48.727783,1197.04,39.17,-36.81,15.579,0.469,-0.469,14.439,0.035,-0.035,14.038,0.043,-0.043,14.022,0.058,-0.058,15.4776,0.000466,-0.000466,2016-05-06,2016-05,2016-05-10
2770,Kepler-1382 b,Kepler-1382,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.3583055,0.0001024,-0.0001024,0.0,,,,,1.88,0.39,-0.34,0.0,0.168,0.035,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.573,0.158,-0.158,0.0,,,,,0.00985,0.00027,-0.00026,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6161.0,92.38,-96.56,0.0,1.72,0.35,-0.31,0.0,1.36,0.12,-0.1,0.0,0.3,0.067,-0.068,0.0,[Fe/H],4.1,0.14,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m30.58s,295.3774182,+39d02m52.93s,39.0480365,738.261,30.594,-28.289,12.857,0.103,-0.103,11.681,0.021,-0.021,11.416,0.022,-0.022,11.359,0.018,-0.018,12.7575,0.001403,-0.001403,2016-05-06,2016-05,2016-05-10
2771,Kepler-245 c,Kepler-245,1,1,4,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,17.460812,7.6e-05,-7.6e-05,0.0,0.124,,,0.0,2.18,0.17,-0.17,0.0,0.194,0.015,-0.015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.244,0.077,-0.077,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5100.0,100.0,-100.0,0.0,0.8,0.05,-0.05,0.0,,,,,,,,,,4.56,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,26.041,-24.582,15.546,0.252,-0.252,14.121,0.028,-0.028,13.688,0.033,-0.033,13.639,0.053,-0.053,15.5969,0.000697,-0.000697,2014-05-14,2014-03,2014-05-14
2772,Kepler-1383 b,Kepler-1383,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.9093583,0.0001552,-0.0001552,0.0,,,,,1.41,0.63,-0.29,0.0,0.126,0.056,-0.026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.632,0.266,-0.266,0.0,,,,,0.00886,0.0004,-0.00038,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6370.0,285.54,-259.9,0.0,1.44,0.64,-0.29,0.0,1.26,0.24,-0.16,0.0,0.03,0.13,-0.173,0.0,[Fe/H],4.23,0.15,-0.25,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m46.75s,297.9447714,+42d11m30.64s,42.1918449,1027.21,23.36,-23.36,13.832,0.08,-0.08,12.65,0.022,-0.022,12.364,0.018,-0.018,12.319,0.02,-0.02,13.7077,0.000348,-0.000348,2016-05-06,2016-05,2016-05-10
2773,Kepler-1384 b,Kepler-1384,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,15.36262753,8.765e-05,-8.765e-05,0.0,,,,,1.94,0.43,-0.2,0.0,0.173,0.038,-0.018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.657,0.136,-0.136,0.0,,,,,0.02379,0.00512,-0.00212,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4919.0,158.66,-126.82,0.0,0.74,0.04,-0.04,0.0,0.78,0.04,-0.05,0.0,-0.06,0.173,-0.168,0.0,[Fe/H],4.6,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m51.63s,296.2151275,+39d31m37.29s,39.5270248,,,,15.7578,0.0461,-0.0461,13.786,0.037,-0.037,13.276,0.043,-0.043,13.074,0.034,-0.034,15.446,0.004624,-0.004624,2016-05-06,2016-05,2016-05-10
2774,Kepler-414 c,Kepler-414,1,1,2,Transit Timing Variations,2014,Kepler,1,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,7.171,,,0.0,,,,,3.01,0.54,-0.25,0.0,0.269,0.048,-0.022,0.0,29.9,12.4,-10.5,0.0,0.094,0.039,-0.033,0.0,Mass,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,0.95,,,0.0,0.89,,,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.46,3.023,-2.981,13.378,0.24,-0.24,12.087,0.024,-0.024,11.75,0.015,-0.015,11.698,0.02,-0.02,13.321,0.000406,-0.000406,2014-05-28,2014-05,2014-05-28
2775,Kepler-1385 b,Kepler-1385,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.88879862,1.881e-05,-1.881e-05,0.0,,,,,0.85,0.2,-0.13,0.0,0.076,0.018,-0.012,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.981,0.146,-0.146,0.0,,,,,0.00588,0.00034,-0.00018,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5732.0,65.47,-58.33,0.0,1.29,0.3,-0.2,0.0,1.15,0.1,-0.05,0.0,0.41,0.038,-0.038,0.0,[Fe/H],4.27,0.13,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m31.53s,282.6313559,+46d28m51.68s,46.481022,688.795,15.953,-15.259,12.947,0.092,-0.092,11.724,0.023,-0.023,11.394,0.018,-0.018,11.361,0.011,-0.011,12.8443,0.000195,-0.000195,2016-05-06,2016-05,2016-05-10
2776,Kepler-46 d,Kepler-46,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.766589,2.2e-05,-2.2e-05,0.0,0.067,,,0.0,1.64,0.92,-0.92,0.0,0.146,0.082,-0.082,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.598,0.051,-0.051,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5309.0,200.0,-200.0,0.0,0.79,0.44,-0.44,0.0,,,,,,,,,,4.58,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m04.50s,289.2687388,+42d36m15.05s,42.6041819,777.06,17.209,-16.493,15.312,0.114,-0.114,13.814,0.025,-0.025,13.436,0.02,-0.02,13.347,0.028,-0.028,15.2548,0.000433,-0.000433,2014-05-14,2014-03,2014-05-14
2777,Kepler-1386 b,Kepler-1386,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.73972381,7.022e-05,-7.022e-05,0.0,,,,,1.24,0.38,-0.13,0.0,0.111,0.034,-0.012,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.106,0.215,-0.215,0.0,,,,,0.01074,0.00067,-0.00042,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5733.0,71.22,-88.0,0.0,1.03,0.31,-0.1,0.0,1.02,0.06,-0.05,0.0,0.11,0.155,-0.135,0.0,[Fe/H],4.41,0.09,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m17.61s,280.8233646,+42d38m09.79s,42.6360518,835.882,12.625,-12.262,14.597,0.114,-0.114,13.211,0.026,-0.026,12.919,0.023,-0.023,12.87,0.021,-0.021,14.4168,0.000282,-0.000282,2016-05-06,2016-05,2016-05-10
2778,Kepler-142 c,Kepler-142,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.761702,5e-06,-5e-06,0.0,0.057,,,0.0,2.86,0.55,-0.55,0.0,0.255,0.049,-0.049,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.303,0.024,-0.024,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5790.0,100.0,-100.0,0.0,1.27,0.25,-0.25,0.0,,,,,,,,,,4.26,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m28.56s,295.1190067,+48d28m52.91s,48.4813635,548.686,4.126,-4.067,13.277,0.08,-0.08,12.092,0.021,-0.021,11.801,0.019,-0.019,11.762,0.021,-0.021,13.197,0.000231,-0.000231,2014-05-14,2014-03,2014-05-14
2779,Kepler-1387 b,Kepler-1387,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.27952666,8.85e-06,-8.85e-06,0.0,,,,,0.93,0.05,-0.09,0.0,0.083,0.004,-0.008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.592,0.105,-0.105,0.0,,,,,0.01066,0.00021,-0.00089,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5046.0,67.56,-88.55,0.0,0.77,0.04,-0.03,0.0,0.82,0.04,-0.04,0.0,0.02,0.145,-0.157,0.0,[Fe/H],4.58,0.02,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m45.67s,292.4403029,+43d12m33.64s,43.2093456,455.358,4.222,-4.222,14.727,0.046,-0.046,13.06,0.022,-0.022,12.57,0.023,-0.023,12.514,0.028,-0.028,14.5804,0.000347,-0.000347,2016-05-06,2016-05,2016-05-10
2780,Kepler-246 c,Kepler-246,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,11.187161,7.5e-05,-7.5e-05,0.0,0.095,,,0.0,1.5,0.76,-0.76,0.0,0.134,0.068,-0.068,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.161,0.125,-0.125,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5206.0,200.0,-200.0,0.0,0.83,0.42,-0.42,0.0,,,,,,,,,,4.56,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m56.02s,296.4834007,+42d39m48.17s,42.6633806,626.078,9.056,-8.806,15.197,0.08,-0.08,13.587,0.022,-0.022,13.15,0.026,-0.026,13.038,0.031,-0.031,15.0422,0.000552,-0.000552,2014-05-14,2014-03,2014-05-14
2781,Kepler-1543 b,Kepler-1543,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.96710269,3.285e-05,-3.285e-05,0.0,,,,,2.71,1.21,-0.51,0.0,0.242,0.108,-0.045,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.643,0.12,-0.12,0.0,,,,,0.01456,0.00015,-0.00076,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6561.0,148.25,-171.68,0.0,1.65,0.74,-0.3,0.0,1.39,0.23,-0.14,0.0,0.07,0.137,-0.144,0.0,[Fe/H],4.14,0.14,-0.25,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m29.83s,297.1242915,+47d02m13.16s,47.0369876,921.784,13.905,-13.905,13.495,0.092,-0.092,12.538,0.022,-0.022,12.327,0.02,-0.02,12.291,0.021,-0.021,13.4193,0.000255,-0.000255,2016-05-06,2016-05,2016-05-10
2782,Kepler-1544 b,Kepler-1544,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,168.811174,0.001271,-0.001271,0.0,,,,,1.78,0.09,-0.07,0.0,0.159,0.008,-0.006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.5,0.234,-0.234,0.0,,,,,0.02198,0.00096,-0.00072,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4886.0,73.93,-56.64,0.0,0.74,0.02,-0.02,0.0,0.81,0.02,-0.03,0.0,0.02,0.113,-0.109,0.0,[Fe/H],4.61,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,12.48,0.022,-0.022,11.985,0.019,-0.019,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2016-05-06,2016-05,2016-05-10
2783,Kepler-371 c,Kepler-371,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,67.968015,0.00107,-0.00107,0.0,0.313,,,0.0,1.78,0.45,-0.45,0.0,0.159,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.802,0.206,-0.206,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5666.0,146.0,-146.0,0.0,0.99,0.25,-0.25,0.0,,,,,,,,,,4.39,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m18.36s,292.3264835,+38d39m27.16s,38.6575441,813.192,12.4225,-12.4225,13.997,0.206,-0.206,12.701,0.022,-0.022,12.356,0.023,-0.023,12.344,0.025,-0.025,13.7984,0.000213,-0.000213,2014-05-14,2014-03,2014-05-14
2784,Kepler-167 b,Kepler-167,1,2,4,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,4.3931632,4.6e-06,-4.5e-06,0.0,0.0483,0.0017,-0.0025,0.0,1.615,0.047,-0.043,0.0,0.144,0.004,-0.004,0.0,,,,,,,,,,0.0,,,0.0,115.8,13.0,-8.0,0.0,914.0,26.0,-16.0,0.0,89.33,0.47,-0.8,0.0,0,2.35,0.035,-0.035,0.0,14.33,0.35,-0.69,0.0,0.02036,0.00034,-0.00036,0.0,,,,,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,K4,4890.0,50.0,-50.0,0.0,0.73,0.02,-0.02,0.0,0.77,0.02,-0.03,0.0,-0.03,0.08,-0.08,0.0,[Fe/H],4.61,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.908,1.973,-1.973,14.284,0.126,-0.126,12.446,0.022,-0.022,11.974,0.023,-0.023,11.832,0.022,-0.022,14.0004,0.000288,-0.000288,2016-03-09,2016-04,2016-03-10
2785,Kepler-372 d,Kepler-372,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,30.092568,0.00068,-0.00068,0.0,0.201,,,0.0,1.69,0.73,-0.73,0.0,0.151,0.065,-0.065,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.499,0.468,-0.468,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6509.0,200.0,-200.0,0.0,1.14,0.49,-0.49,0.0,,,,,,,,,,4.41,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m01.49s,291.2562253,+49d15m32.14s,49.2589288,1493.95,50.96,-47.76,14.928,0.149,-0.149,13.878,0.027,-0.027,13.563,0.033,-0.033,13.559,0.039,-0.039,14.8342,0.000298,-0.000298,2014-05-14,2014-03,2014-05-14
2786,Kepler-1545 b,Kepler-1545,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,163.692349,0.001383,-0.001383,0.0,,,,,2.7,0.22,-0.18,0.0,0.241,0.02,-0.016,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.856,0.215,-0.215,0.0,,,,,0.0312,0.00171,-0.00096,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5201.0,136.42,-84.37,0.0,0.8,0.05,-0.05,0.0,0.84,0.04,-0.05,0.0,-0.06,0.144,-0.165,0.0,[Fe/H],4.57,0.03,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h55m35.72s,298.8988313,+47d27m47.05s,47.4630696,729.964,12.9055,-12.9055,15.256,0.103,-0.103,13.643,0.027,-0.027,13.141,0.034,-0.034,13.139,0.028,-0.028,15.0334,0.000368,-0.000368,2016-05-06,2016-05,2016-05-10
2787,Kepler-1701 b,Kepler-1701,1,1,1,Transit,2020,Kepler,1,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200810516A/abstract target=ref>Armstrong et al. 2020</a>,169.134,,,0.0,,,,,2.222,,,0.0,0.198,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5146.0,25.0,-25.0,0.0,0.84,,,0.0,0.87,,,0.0,0.03,0.1,-0.1,0.0,[M/H],4.53,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m26.13s,286.6088625,+41d53m21.47s,41.8892986,584.142,6.7525,-6.7525,14.722,0.114,-0.114,13.232,0.023,-0.023,12.806,0.023,-0.023,12.743,0.026,-0.026,14.5504,0.000335,-0.000335,2020-09-08,2020-08,2020-09-03
2788,Kepler-372 b,Kepler-372,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.849692,0.000134,-0.000134,0.0,0.075,,,0.0,1.36,0.59,-0.59,0.0,0.121,0.053,-0.053,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.12,0.259,-0.259,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6509.0,200.0,-200.0,0.0,1.14,0.49,-0.49,0.0,,,,,,,,,,4.41,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m01.49s,291.2562253,+49d15m32.14s,49.2589288,1493.95,50.96,-47.76,14.928,0.149,-0.149,13.878,0.027,-0.027,13.563,0.033,-0.033,13.559,0.039,-0.039,14.8342,0.000298,-0.000298,2014-05-14,2014-03,2014-05-14
2789,Kepler-9 b,Kepler-9,1,1,3,Transit,2010,Kepler,1,Published Confirmed,0,<a refstr=BORSATO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3233B/abstract target=ref>Borsato et al. 2019</a>,19.23891,6e-05,-6e-05,0.0,0.143,0.007,-0.006,0.0,8.29,0.54,-0.43,0.0,0.74,0.048,-0.038,0.0,43.4,1.6,-2.0,0.0,0.13655,0.00503,-0.00629,0.0,Mass,0.0609,0.001,-0.0013,0.0,,,,,,,,,88.982,0.007,-0.005,0.0,1,4.243,0.13,-0.06,0.0,31.3,1.1,-1.5,0.0,0.0776,0.0019,-0.0015,0.0,,,,,<a refstr=BORSATO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3233B/abstract target=ref>Borsato et al. 2019</a>,,5774.0,60.0,-60.0,0.0,0.96,0.02,-0.02,0.0,1.02,0.03,-0.04,0.0,0.05,0.07,-0.07,0.0,[Fe/H],4.49,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m17.76s,285.5739904,+38d24m02.95s,38.4008192,628.257,6.7435,-6.7435,13.922,0.08,-0.08,12.71,0.021,-0.021,12.391,0.021,-0.021,12.337,0.021,-0.021,13.7809,0.000268,-0.000268,2019-07-08,2019-04,2019-07-11
